2025-08-28 21:02:47 [main] INFO  basic.FindOccurrenceOfAlphabet - With using Iteration function
2025-08-28 21:02:47 [main] INFO  basic.FindOccurrenceOfAlphabet - String Passed on toFind: b
2025-08-28 21:02:47 [main] INFO  basic.FindOccurrenceOfAlphabet - Sentence: don bosco matriculation school
2025-08-28 21:02:47 [main] INFO  basic.FindOccurrenceOfAlphabet - toFindChar: b
2025-08-28 21:02:47 [main] INFO  basic.FindOccurrenceOfAlphabet - Occurrence of the character in the sentence: 1
2025-08-28 21:02:47 [main] INFO  basic.FindOccurrenceOfAlphabet - Without using Iteration function
2025-08-28 21:02:47 [main] INFO  basic.FindOccurrenceOfAlphabet - String Passed on toFind: b
2025-08-28 21:02:47 [main] INFO  basic.FindOccurrenceOfAlphabet - Sentence: DON BOSCO MATRICULATION SCHOOL
2025-08-28 21:02:47 [main] INFO  basic.FindOccurrenceOfAlphabet - stringToFindChar: B
2025-08-28 21:02:47 [main] INFO  basic.FindOccurrenceOfAlphabet - Occurrence of the character in the sentence: : 1
2025-08-28 21:03:07 [main] INFO  basic.FindOccurrenceOfAlphabet - With using Iteration function
2025-08-28 21:03:07 [main] INFO  basic.FindOccurrenceOfAlphabet - String Passed on toFind: B
2025-08-28 21:03:07 [main] INFO  basic.FindOccurrenceOfAlphabet - Sentence: don bosco matriculation school
2025-08-28 21:03:07 [main] INFO  basic.FindOccurrenceOfAlphabet - toFindChar: B
2025-08-28 21:03:07 [main] INFO  basic.FindOccurrenceOfAlphabet - Occurrence of the character in the sentence: 0
2025-08-28 21:03:07 [main] INFO  basic.FindOccurrenceOfAlphabet - Without using Iteration function
2025-08-28 21:03:07 [main] INFO  basic.FindOccurrenceOfAlphabet - String Passed on toFind: B
2025-08-28 21:03:07 [main] INFO  basic.FindOccurrenceOfAlphabet - Sentence: DON BOSCO MATRICULATION SCHOOL
2025-08-28 21:03:07 [main] INFO  basic.FindOccurrenceOfAlphabet - stringToFindChar: B
2025-08-28 21:03:07 [main] INFO  basic.FindOccurrenceOfAlphabet - Occurrence of the character in the sentence: : 1
2025-08-28 21:03:40 [main] INFO  basic.FindOccurrenceOfAlphabet - With using Iteration function
2025-08-28 21:03:40 [main] INFO  basic.FindOccurrenceOfAlphabet - String Passed on toFind: B
2025-08-28 21:03:40 [main] INFO  basic.FindOccurrenceOfAlphabet - Sentence: don bosco matriculation school
2025-08-28 21:03:40 [main] INFO  basic.FindOccurrenceOfAlphabet - toFindChar: b
2025-08-28 21:03:40 [main] INFO  basic.FindOccurrenceOfAlphabet - Occurrence of the character in the sentence: 1
2025-08-28 21:03:40 [main] INFO  basic.FindOccurrenceOfAlphabet - Without using Iteration function
2025-08-28 21:03:40 [main] INFO  basic.FindOccurrenceOfAlphabet - String Passed on toFind: B
2025-08-28 21:03:40 [main] INFO  basic.FindOccurrenceOfAlphabet - Sentence: DON BOSCO MATRICULATION SCHOOL
2025-08-28 21:03:40 [main] INFO  basic.FindOccurrenceOfAlphabet - stringToFindChar: B
2025-08-28 21:03:40 [main] INFO  basic.FindOccurrenceOfAlphabet - Occurrence of the character in the sentence: : 1
2025-08-28 22:17:29 [main] INFO  basic.FindOccurrenceOfAlphabet - With using Iteration function
2025-08-28 22:17:29 [main] INFO  basic.FindOccurrenceOfAlphabet - String Passed on toFind: o
2025-08-28 22:17:29 [main] INFO  basic.FindOccurrenceOfAlphabet - Sentence: don bosco matriculation school
2025-08-28 22:17:29 [main] INFO  basic.FindOccurrenceOfAlphabet - toFindChar: o
2025-08-28 22:17:29 [main] INFO  basic.FindOccurrenceOfAlphabet - Occurrence of the character in the sentence: 6
2025-08-28 22:17:29 [main] INFO  basic.FindOccurrenceOfAlphabet - Without using Iteration function
2025-08-28 22:17:29 [main] INFO  basic.FindOccurrenceOfAlphabet - String Passed on toFind: o
2025-08-28 22:17:29 [main] INFO  basic.FindOccurrenceOfAlphabet - Sentence: DON BOSCO MATRICULATION SCHOOL
2025-08-28 22:17:29 [main] INFO  basic.FindOccurrenceOfAlphabet - stringToFindChar: O
2025-08-28 22:17:29 [main] INFO  basic.FindOccurrenceOfAlphabet - Occurrence of the character in the sentence: : 6
2025-08-28 22:18:13 [main] INFO  basic.FindOccurrenceOfAlphabet - With using Iteration function
2025-08-28 22:18:13 [main] INFO  basic.FindOccurrenceOfAlphabet - String Passed on toFind: o
2025-08-28 22:18:13 [main] INFO  basic.FindOccurrenceOfAlphabet - Sentence: don bosco matriculation school
2025-08-28 22:18:13 [main] INFO  basic.FindOccurrenceOfAlphabet - toFindChar: o
2025-08-28 22:18:13 [main] INFO  basic.FindOccurrenceOfAlphabet - Occurrence of the character in the sentence: 6
2025-08-28 22:18:13 [main] INFO  basic.FindOccurrenceOfAlphabet - Without using Iteration function
2025-08-28 22:18:13 [main] INFO  basic.FindOccurrenceOfAlphabet - String Passed on toFind: o
2025-08-28 22:18:13 [main] INFO  basic.FindOccurrenceOfAlphabet - Sentence: DON BOSCO MATRICULATION SCHOOL
2025-08-28 22:18:13 [main] INFO  basic.FindOccurrenceOfAlphabet - stringToFindChar: O
2025-08-28 22:18:13 [main] INFO  basic.FindOccurrenceOfAlphabet - Occurrence of the character in the sentence: : 6
2025-08-28 22:33:11 [main] INFO  basic.ReplaceVowelsWithSPCharacter - Using for loop iteration, to replace the character
2025-08-28 22:34:24 [main] INFO  basic.ReplaceVowelsWithSPCharacter - Using for loop iteration, to replace the character
2025-08-28 22:37:22 [main] INFO  basic.ReplaceVowelsWithSPCharacter - Using for loop iteration, to replace the character
2025-08-28 22:39:42 [main] INFO  basic.ReplaceVowelsWithSPCharacter - Using for loop iteration, to replace the character
